0 30 0x00000000 0xf14020f3 M   csrrs       x1, mhartid, x0
855 4409 0x00000e2c 0x606292b3 M   rol         x5, x5, x6
856 4413 0x00000e30 0x606292b3 M   rol         x5, x5, x6
857 4417 0x00000e34 0x606292b3 M   rol         x5, x5, x6
858 4421 0x00000e38 0x606292b3 M   rol         x5, x5, x6
859 4425 0x00000e3c 0x606292b3 M   rol         x5, x5, x6
860 4436 0x00000e40 0x606292b3 M   rol         x5, x5, x6
861 4440 0x00000e44 0x606292b3 M   rol         x5, x5, x6
862 4444 0x00000e48 0x606292b3 M   rol         x5, x5, x6
863 4448 0x00000e4c 0x606292b3 M   rol         x5, x5, x6
864 4452 0x00000e50 0x606292b3 M   rol         x5, x5, x6
865 4456 0x00000e54 0x606292b3 M   rol         x5, x5, x6
866 4460 0x00000e58 0x606292b3 M   rol         x5, x5, x6
867 4464 0x00000e5c 0x606292b3 M   rol         x5, x5, x6
868 4475 0x00000e60 0x606292b3 M   rol         x5, x5, x6
869 4479 0x00000e64 0x606292b3 M   rol         x5, x5, x6
870 4483 0x00000e68 0x606292b3 M   rol         x5, x5, x6
871 4487 0x00000e6c 0x606292b3 M   rol         x5, x5, x6
872 4491 0x00000e70 0x606292b3 M   rol         x5, x5, x6
873 4495 0x00000e74 0x606292b3 M   rol         x5, x5, x6
874 4499 0x00000e78 0x606292b3 M   rol         x5, x5, x6
875 4503 0x00000e7c 0x606292b3 M   rol         x5, x5, x6
876 4514 0x00000e80 0x606292b3 M   rol         x5, x5, x6
877 4518 0x00000e84 0x606292b3 M   rol         x5, x5, x6
878 4522 0x00000e88 0x606292b3 M   rol         x5, x5, x6
879 4526 0x00000e8c 0x606292b3 M   rol         x5, x5, x6
880 4530 0x00000e90 0x606292b3 M   rol         x5, x5, x6
881 4534 0x00000e94 0x606292b3 M   rol         x5, x5, x6
882 4538 0x00000e98 0x606292b3 M   rol         x5, x5, x6
883 4542 0x00000e9c 0x606292b3 M   rol         x5, x5, x6
884 4553 0x00000ea0 0x606292b3 M   rol         x5, x5, x6
885 4557 0x00000ea4 0x606292b3 M   rol         x5, x5, x6
886 4561 0x00000ea8 0x606292b3 M   rol         x5, x5, x6
887 4565 0x00000eac 0x606292b3 M   rol         x5, x5, x6
888 4569 0x00000eb0 0x606292b3 M   rol         x5, x5, x6
889 4573 0x00000eb4 0x606292b3 M   rol         x5, x5, x6
890 4577 0x00000eb8 0x606292b3 M   rol         x5, x5, x6
891 4581 0x00000ebc 0x606292b3 M   rol         x5, x5, x6
892 4592 0x00000ec0 0x606292b3 M   rol         x5, x5, x6
893 4596 0x00000ec4 0x606292b3 M   rol         x5, x5, x6
894 4600 0x00000ec8 0x606292b3 M   rol         x5, x5, x6
895 4604 0x00000ecc 0x606292b3 M   rol         x5, x5, x6
896 4608 0x00000ed0 0x606292b3 M   rol         x5, x5, x6
897 4612 0x00000ed4 0x606292b3 M   rol         x5, x5, x6
898 4616 0x00000ed8 0x606292b3 M   rol         x5, x5, x6
899 4620 0x00000edc 0x606292b3 M   rol         x5, x5, x6
900 4631 0x00000ee0 0x606292b3 M   rol         x5, x5, x6
901 4635 0x00000ee4 0x606292b3 M   rol         x5, x5, x6
902 4639 0x00000ee8 0x606292b3 M   rol         x5, x5, x6
903 4643 0x00000eec 0x606292b3 M   rol         x5, x5, x6
904 4647 0x00000ef0 0x606292b3 M   rol         x5, x5, x6
905 4651 0x00000ef4 0x606292b3 M   rol         x5, x5, x6
906 4655 0x00000ef8 0x606292b3 M   rol         x5, x5, x6
907 4659 0x00000efc 0x606292b3 M   rol         x5, x5, x6
908 4670 0x00000f00 0x606292b3 M   rol         x5, x5, x6
909 4674 0x00000f04 0x606292b3 M   rol         x5, x5, x6
910 4678 0x00000f08 0x606292b3 M   rol         x5, x5, x6
911 4682 0x00000f0c 0x606292b3 M   rol         x5, x5, x6
912 4686 0x00000f10 0x606292b3 M   rol         x5, x5, x6
913 4690 0x00000f14 0x606292b3 M   rol         x5, x5, x6
914 4694 0x00000f18 0x606292b3 M   rol         x5, x5, x6
915 4698 0x00000f1c 0x606292b3 M   rol         x5, x5, x6
916 4709 0x00000f20 0x606292b3 M   rol         x5, x5, x6
917 4713 0x00000f24 0x606292b3 M   rol         x5, x5, x6
918 4717 0x00000f28 0x606292b3 M   rol         x5, x5, x6
919 4721 0x00000f2c 0x606292b3 M   rol         x5, x5, x6
920 4725 0x00000f30 0x606292b3 M   rol         x5, x5, x6
921 4729 0x00000f34 0x606292b3 M   rol         x5, x5, x6
922 4733 0x00000f38 0x606292b3 M   rol         x5, x5, x6
923 4737 0x00000f3c 0x606292b3 M   rol         x5, x5, x6
924 4748 0x00000f40 0x606292b3 M   rol         x5, x5, x6
925 4752 0x00000f44 0x606292b3 M   rol         x5, x5, x6
926 4756 0x00000f48 0x606292b3 M   rol         x5, x5, x6
927 4760 0x00000f4c 0x606292b3 M   rol         x5, x5, x6
928 4764 0x00000f50 0x606292b3 M   rol         x5, x5, x6
929 4768 0x00000f54 0x606292b3 M   rol         x5, x5, x6
930 4772 0x00000f58 0x606292b3 M   rol         x5, x5, x6
931 4776 0x00000f5c 0x606292b3 M   rol         x5, x5, x6
932 4787 0x00000f60 0x606292b3 M   rol         x5, x5, x6
933 4791 0x00000f64 0x606292b3 M   rol         x5, x5, x6
934 4795 0x00000f68 0x606292b3 M   rol         x5, x5, x6
935 4799 0x00000f6c 0x606292b3 M   rol         x5, x5, x6
936 4803 0x00000f70 0x606292b3 M   rol         x5, x5, x6
937 4807 0x00000f74 0x606292b3 M   rol         x5, x5, x6
938 4811 0x00000f78 0x606292b3 M   rol         x5, x5, x6
939 4815 0x00000f7c 0x606292b3 M   rol         x5, x5, x6
940 4826 0x00000f80 0x606292b3 M   rol         x5, x5, x6
941 4830 0x00000f84 0x606292b3 M   rol         x5, x5, x6
942 4834 0x00000f88 0x606292b3 M   rol         x5, x5, x6
943 4838 0x00000f8c 0x606292b3 M   rol         x5, x5, x6
944 4842 0x00000f90 0x606292b3 M   rol         x5, x5, x6
945 4846 0x00000f94 0x606292b3 M   rol         x5, x5, x6
946 4850 0x00000f98 0x606292b3 M   rol         x5, x5, x6
947 4854 0x00000f9c 0x606292b3 M   rol         x5, x5, x6
948 4865 0x00000fa0 0x606292b3 M   rol         x5, x5, x6
949 4869 0x00000fa4 0x606292b3 M   rol         x5, x5, x6
950 4873 0x00000fa8 0x606292b3 M   rol         x5, x5, x6
951 4877 0x00000fac 0x606292b3 M   rol         x5, x5, x6
952 4881 0x00000fb0 0x606292b3 M   rol         x5, x5, x6
953 4885 0x00000fb4 0x606292b3 M   rol         x5, x5, x6
954 4889 0x00000fb8 0x606292b3 M   rol         x5, x5, x6
955 4893 0x00000fbc 0x606292b3 M   rol         x5, x5, x6
956 4904 0x00000fc0 0x606292b3 M   rol         x5, x5, x6
957 4908 0x00000fc4 0x606292b3 M   rol         x5, x5, x6
958 4912 0x00000fc8 0x606292b3 M   rol         x5, x5, x6
959 4916 0x00000fcc 0x606292b3 M   rol         x5, x5, x6
960 4920 0x00000fd0 0x606292b3 M   rol         x5, x5, x6
961 4924 0x00000fd4 0x606292b3 M   rol         x5, x5, x6
962 4928 0x00000fd8 0x606292b3 M   rol         x5, x5, x6
963 4932 0x00000fdc 0x606292b3 M   rol         x5, x5, x6
964 4943 0x00000fe0 0x606292b3 M   rol         x5, x5, x6
965 4947 0x00000fe4 0x606292b3 M   rol         x5, x5, x6
966 4951 0x00000fe8 0x606292b3 M   rol         x5, x5, x6
967 4955 0x00000fec 0x606292b3 M   rol         x5, x5, x6
968 4959 0x00000ff0 0x606292b3 M   rol         x5, x5, x6
969 4963 0x00000ff4 0x606292b3 M   rol         x5, x5, x6
970 4967 0x00000ff8 0x606292b3 M   rol         x5, x5, x6
971 4971 0x00000ffc 0x606292b3 M   rol         x5, x5, x6
972 4982 0x00001000 0x606292b3 M   rol         x5, x5, x6
973 4986 0x00001004 0x606292b3 M   rol         x5, x5, x6
974 4990 0x00001008 0x606292b3 M   rol         x5, x5, x6
975 4994 0x0000100c 0x606292b3 M   rol         x5, x5, x6
976 4998 0x00001010 0x606292b3 M   rol         x5, x5, x6
977 5002 0x00001014 0x606292b3 M   rol         x5, x5, x6
978 5006 0x00001018 0x606292b3 M   rol         x5, x5, x6
979 5010 0x0000101c 0x606292b3 M   rol         x5, x5, x6
980 5021 0x00001020 0x606292b3 M   rol         x5, x5, x6
981 5025 0x00001024 0x606292b3 M   rol         x5, x5, x6
982 5029 0x00001028 0x606292b3 M   rol         x5, x5, x6
983 5033 0x0000102c 0x606292b3 M   rol         x5, x5, x6
984 5037 0x00001030 0x606292b3 M   rol         x5, x5, x6
985 5041 0x00001034 0x606292b3 M   rol         x5, x5, x6
986 5045 0x00001038 0x606292b3 M   rol         x5, x5, x6
987 5049 0x0000103c 0x606292b3 M   rol         x5, x5, x6
988 5060 0x00001040 0x606292b3 M   rol         x5, x5, x6
989 5064 0x00001044 0x606292b3 M   rol         x5, x5, x6
990 5068 0x00001048 0x606292b3 M   rol         x5, x5, x6
991 5072 0x0000104c 0x606292b3 M   rol         x5, x5, x6
992 5076 0x00001050 0x606292b3 M   rol         x5, x5, x6
993 5080 0x00001054 0x606292b3 M   rol         x5, x5, x6
994 5084 0x00001058 0x606292b3 M   rol         x5, x5, x6
995 5088 0x0000105c 0x606292b3 M   rol         x5, x5, x6
996 5099 0x00001060 0x606292b3 M   rol         x5, x5, x6
997 5103 0x00001064 0x606292b3 M   rol         x5, x5, x6
998 5107 0x00001068 0x606292b3 M   rol         x5, x5, x6
999 5111 0x0000106c 0x606292b3 M   rol         x5, x5, x6
1000 5115 0x00001070 0x606292b3 M   rol         x5, x5, x6
1001 5119 0x00001074 0x606292b3 M   rol         x5, x5, x6
1002 5123 0x00001078 0x606292b3 M   rol         x5, x5, x6
1003 5127 0x0000107c 0x606292b3 M   rol         x5, x5, x6
1004 5138 0x00001080 0x606292b3 M   rol         x5, x5, x6
1005 5142 0x00001084 0x606292b3 M   rol         x5, x5, x6
1006 5146 0x00001088 0x606292b3 M   rol         x5, x5, x6
1007 5150 0x0000108c 0x606292b3 M   rol         x5, x5, x6
1008 5154 0x00001090 0x606292b3 M   rol         x5, x5, x6
1009 5158 0x00001094 0x606292b3 M   rol         x5, x5, x6
1010 5162 0x00001098 0x606292b3 M   rol         x5, x5, x6
1011 5166 0x0000109c 0x606292b3 M   rol         x5, x5, x6
1012 5177 0x000010a0 0x606292b3 M   rol         x5, x5, x6
1013 5181 0x000010a4 0x606292b3 M   rol         x5, x5, x6
1014 5185 0x000010a8 0x606292b3 M   rol         x5, x5, x6
1015 5189 0x000010ac 0x606292b3 M   rol         x5, x5, x6
1016 5193 0x000010b0 0x606292b3 M   rol         x5, x5, x6
1017 5197 0x000010b4 0x606292b3 M   rol         x5, x5, x6
1018 5201 0x000010b8 0x606292b3 M   rol         x5, x5, x6
1019 5205 0x000010bc 0x606292b3 M   rol         x5, x5, x6
1020 5216 0x000010c0 0x606292b3 M   rol         x5, x5, x6
1021 5220 0x000010c4 0x606292b3 M   rol         x5, x5, x6
1022 5224 0x000010c8 0x606292b3 M   rol         x5, x5, x6
1023 5228 0x000010cc 0x606292b3 M   rol         x5, x5, x6
1024 5232 0x000010d0 0x606292b3 M   rol         x5, x5, x6
1025 5236 0x000010d4 0x606292b3 M   rol         x5, x5, x6
1026 5240 0x000010d8 0x606292b3 M   rol         x5, x5, x6
1027 5244 0x000010dc 0x606292b3 M   rol         x5, x5, x6
1028 5255 0x000010e0 0x606292b3 M   rol         x5, x5, x6
1029 5259 0x000010e4 0x606292b3 M   rol         x5, x5, x6
1030 5263 0x000010e8 0x606292b3 M   rol         x5, x5, x6
1031 5267 0x000010ec 0x606292b3 M   rol         x5, x5, x6
1032 5271 0x000010f0 0x606292b3 M   rol         x5, x5, x6
1033 5275 0x000010f4 0x606292b3 M   rol         x5, x5, x6
1034 5279 0x000010f8 0x606292b3 M   rol         x5, x5, x6
1035 5283 0x000010fc 0x606292b3 M   rol         x5, x5, x6
1036 5294 0x00001100 0x606292b3 M   rol         x5, x5, x6
1037 5298 0x00001104 0x606292b3 M   rol         x5, x5, x6
1038 5302 0x00001108 0x606292b3 M   rol         x5, x5, x6
1039 5306 0x0000110c 0x606292b3 M   rol         x5, x5, x6
1040 5310 0x00001110 0x606292b3 M   rol         x5, x5, x6
1041 5314 0x00001114 0x606292b3 M   rol         x5, x5, x6
1042 5318 0x00001118 0x606292b3 M   rol         x5, x5, x6
1043 5322 0x0000111c 0x606292b3 M   rol         x5, x5, x6
1044 5333 0x00001120 0x606292b3 M   rol         x5, x5, x6
1045 5337 0x00001124 0x606292b3 M   rol         x5, x5, x6
1046 5341 0x00001128 0x606292b3 M   rol         x5, x5, x6
1047 5345 0x0000112c 0x606292b3 M   rol         x5, x5, x6
1048 5349 0x00001130 0x606292b3 M   rol         x5, x5, x6
1049 5353 0x00001134 0x606292b3 M   rol         x5, x5, x6
1050 5357 0x00001138 0x606292b3 M   rol         x5, x5, x6
1051 5361 0x0000113c 0x606292b3 M   rol         x5, x5, x6
1052 5372 0x00001140 0x606292b3 M   rol         x5, x5, x6
1053 5376 0x00001144 0x606292b3 M   rol         x5, x5, x6
1054 5380 0x00001148 0x606292b3 M   rol         x5, x5, x6
1055 5384 0x0000114c 0x606292b3 M   rol         x5, x5, x6
1056 5388 0x00001150 0x606292b3 M   rol         x5, x5, x6
1057 5392 0x00001154 0x606292b3 M   rol         x5, x5, x6
1058 5396 0x00001158 0x606292b3 M   rol         x5, x5, x6
1059 5400 0x0000115c 0x606292b3 M   rol         x5, x5, x6
1060 5411 0x00001160 0x606292b3 M   rol         x5, x5, x6
1061 5415 0x00001164 0x606292b3 M   rol         x5, x5, x6
1062 5417 0x00001168 0x00000513 M   addi        x10, x0, 0
1063 5420 0x0000116c 0x00008067 M   jalr        x0, 0(x1)
1064 5438 0x0000015c 0x30047073 M   csrrci      x0, mstatus, 8
1065 5452 0x00000160 0x30401073 M   csrrw       x0, mie, x0
1066 5454 0x00000164 0x00000597 M   auipc       x11, 0x00000000
1067 5456 0x00000168 0x05058593 M   addi        x11, x11, 80
1068 5459 0x0000016c 0x30559073 M   csrrw       x0, mtvec, x11
1069 5462 0x00000170 0x34051073 M   csrrw       x0, mscratch, x10
1070 5465 0x00000174 0xf1402473 M   csrrs       x8, mhartid, x0
1071 5468 0x00000178 0x02041463 M   bne         x8, x0, 40
1072 5470 0x0000017c 0x00001417 M   auipc       x8, 0x00001000
1073 5482 0x00000180 0xff440413 M   addi        x8, x8, -12
1074 5484 0x00000184 0x00001497 M   auipc       x9, 0x00001000
1075 5486 0x00000188 0xfec48493 M   addi        x9, x9, -20
1076 5489 0x0000018c 0x00945a63 M   bge         x8, x9, 20
1077 5508 0x000001a0 0xf1402473 M   csrrs       x8, mhartid, x0
1078 5511 0x000001a4 0x00041463 M   bne         x8, x0, 8
1079 5514 0x000001a8 0x00100073 M   ebreak      
1080 5523 0x000001b4 0x10500073 M   wfi          <TRAP_ENTRY>
