0 30 0x00000000 0xf14020f3 M   csrrs       x1, mhartid, x0
833 4875 0x00000d74 0x0002a383 M   lw          x7, 0(x5)
834 4880 0x00000d78 0x0002a383 M   lw          x7, 0(x5)
835 4885 0x00000d7c 0x0002a383 M   lw          x7, 0(x5)
836 4895 0x00000d80 0x0002a383 M   lw          x7, 0(x5)
837 4900 0x00000d84 0x0002a383 M   lw          x7, 0(x5)
838 4905 0x00000d88 0x0002a383 M   lw          x7, 0(x5)
839 4910 0x00000d8c 0x0002a383 M   lw          x7, 0(x5)
840 4915 0x00000d90 0x0002a383 M   lw          x7, 0(x5)
841 4920 0x00000d94 0x0002a383 M   lw          x7, 0(x5)
842 4925 0x00000d98 0x0002a383 M   lw          x7, 0(x5)
843 4930 0x00000d9c 0x0002a383 M   lw          x7, 0(x5)
844 4940 0x00000da0 0x0002a383 M   lw          x7, 0(x5)
845 4945 0x00000da4 0x0002a383 M   lw          x7, 0(x5)
846 4950 0x00000da8 0x0002a383 M   lw          x7, 0(x5)
847 4955 0x00000dac 0x0002a383 M   lw          x7, 0(x5)
848 4960 0x00000db0 0x0002a383 M   lw          x7, 0(x5)
849 4965 0x00000db4 0x0002a383 M   lw          x7, 0(x5)
850 4970 0x00000db8 0x0002a383 M   lw          x7, 0(x5)
851 4975 0x00000dbc 0x0002a383 M   lw          x7, 0(x5)
852 4985 0x00000dc0 0x0002a383 M   lw          x7, 0(x5)
853 4990 0x00000dc4 0x0002a383 M   lw          x7, 0(x5)
854 4995 0x00000dc8 0x0002a383 M   lw          x7, 0(x5)
855 5000 0x00000dcc 0x0002a383 M   lw          x7, 0(x5)
856 5005 0x00000dd0 0x0002a383 M   lw          x7, 0(x5)
857 5010 0x00000dd4 0x0002a383 M   lw          x7, 0(x5)
858 5015 0x00000dd8 0x0002a383 M   lw          x7, 0(x5)
859 5020 0x00000ddc 0x0002a383 M   lw          x7, 0(x5)
860 5030 0x00000de0 0x0002a383 M   lw          x7, 0(x5)
861 5035 0x00000de4 0x0002a383 M   lw          x7, 0(x5)
862 5040 0x00000de8 0x0002a383 M   lw          x7, 0(x5)
863 5045 0x00000dec 0x0002a383 M   lw          x7, 0(x5)
864 5050 0x00000df0 0x0002a383 M   lw          x7, 0(x5)
865 5055 0x00000df4 0x0002a383 M   lw          x7, 0(x5)
866 5060 0x00000df8 0x0002a383 M   lw          x7, 0(x5)
867 5065 0x00000dfc 0x0002a383 M   lw          x7, 0(x5)
868 5075 0x00000e00 0x0002a383 M   lw          x7, 0(x5)
869 5080 0x00000e04 0x0002a383 M   lw          x7, 0(x5)
870 5085 0x00000e08 0x0002a383 M   lw          x7, 0(x5)
871 5090 0x00000e0c 0x0002a383 M   lw          x7, 0(x5)
872 5095 0x00000e10 0x0002a383 M   lw          x7, 0(x5)
873 5100 0x00000e14 0x0002a383 M   lw          x7, 0(x5)
874 5105 0x00000e18 0x0002a383 M   lw          x7, 0(x5)
875 5110 0x00000e1c 0x0002a383 M   lw          x7, 0(x5)
876 5120 0x00000e20 0x0002a383 M   lw          x7, 0(x5)
877 5125 0x00000e24 0x0002a383 M   lw          x7, 0(x5)
878 5130 0x00000e28 0x0002a383 M   lw          x7, 0(x5)
879 5135 0x00000e2c 0x0002a383 M   lw          x7, 0(x5)
880 5140 0x00000e30 0x0002a383 M   lw          x7, 0(x5)
881 5145 0x00000e34 0x0002a383 M   lw          x7, 0(x5)
882 5150 0x00000e38 0x0002a383 M   lw          x7, 0(x5)
883 5155 0x00000e3c 0x0002a383 M   lw          x7, 0(x5)
884 5165 0x00000e40 0x0002a383 M   lw          x7, 0(x5)
885 5170 0x00000e44 0x0002a383 M   lw          x7, 0(x5)
886 5175 0x00000e48 0x0002a383 M   lw          x7, 0(x5)
887 5180 0x00000e4c 0x0002a383 M   lw          x7, 0(x5)
888 5185 0x00000e50 0x0002a383 M   lw          x7, 0(x5)
889 5190 0x00000e54 0x0002a383 M   lw          x7, 0(x5)
890 5195 0x00000e58 0x0002a383 M   lw          x7, 0(x5)
891 5200 0x00000e5c 0x0002a383 M   lw          x7, 0(x5)
892 5210 0x00000e60 0x0002a383 M   lw          x7, 0(x5)
893 5215 0x00000e64 0x0002a383 M   lw          x7, 0(x5)
894 5220 0x00000e68 0x0002a383 M   lw          x7, 0(x5)
895 5225 0x00000e6c 0x0002a383 M   lw          x7, 0(x5)
896 5230 0x00000e70 0x0002a383 M   lw          x7, 0(x5)
897 5235 0x00000e74 0x0002a383 M   lw          x7, 0(x5)
898 5240 0x00000e78 0x0002a383 M   lw          x7, 0(x5)
899 5245 0x00000e7c 0x0002a383 M   lw          x7, 0(x5)
900 5255 0x00000e80 0x0002a383 M   lw          x7, 0(x5)
901 5260 0x00000e84 0x0002a383 M   lw          x7, 0(x5)
902 5265 0x00000e88 0x0002a383 M   lw          x7, 0(x5)
903 5270 0x00000e8c 0x0002a383 M   lw          x7, 0(x5)
904 5275 0x00000e90 0x0002a383 M   lw          x7, 0(x5)
905 5280 0x00000e94 0x0002a383 M   lw          x7, 0(x5)
906 5285 0x00000e98 0x0002a383 M   lw          x7, 0(x5)
907 5290 0x00000e9c 0x0002a383 M   lw          x7, 0(x5)
908 5300 0x00000ea0 0x0002a383 M   lw          x7, 0(x5)
909 5305 0x00000ea4 0x0002a383 M   lw          x7, 0(x5)
910 5310 0x00000ea8 0x0002a383 M   lw          x7, 0(x5)
911 5315 0x00000eac 0x0002a383 M   lw          x7, 0(x5)
912 5320 0x00000eb0 0x0002a383 M   lw          x7, 0(x5)
913 5325 0x00000eb4 0x0002a383 M   lw          x7, 0(x5)
914 5330 0x00000eb8 0x0002a383 M   lw          x7, 0(x5)
915 5335 0x00000ebc 0x0002a383 M   lw          x7, 0(x5)
916 5345 0x00000ec0 0x0002a383 M   lw          x7, 0(x5)
917 5350 0x00000ec4 0x0002a383 M   lw          x7, 0(x5)
918 5355 0x00000ec8 0x0002a383 M   lw          x7, 0(x5)
919 5360 0x00000ecc 0x0002a383 M   lw          x7, 0(x5)
920 5365 0x00000ed0 0x0002a383 M   lw          x7, 0(x5)
921 5370 0x00000ed4 0x0002a383 M   lw          x7, 0(x5)
922 5375 0x00000ed8 0x0002a383 M   lw          x7, 0(x5)
923 5380 0x00000edc 0x0002a383 M   lw          x7, 0(x5)
924 5390 0x00000ee0 0x0002a383 M   lw          x7, 0(x5)
925 5395 0x00000ee4 0x0002a383 M   lw          x7, 0(x5)
926 5400 0x00000ee8 0x0002a383 M   lw          x7, 0(x5)
927 5405 0x00000eec 0x0002a383 M   lw          x7, 0(x5)
928 5410 0x00000ef0 0x0002a383 M   lw          x7, 0(x5)
929 5415 0x00000ef4 0x0002a383 M   lw          x7, 0(x5)
930 5420 0x00000ef8 0x0002a383 M   lw          x7, 0(x5)
931 5425 0x00000efc 0x0002a383 M   lw          x7, 0(x5)
932 5435 0x00000f00 0x0002a383 M   lw          x7, 0(x5)
933 5440 0x00000f04 0x0002a383 M   lw          x7, 0(x5)
934 5445 0x00000f08 0x0002a383 M   lw          x7, 0(x5)
935 5450 0x00000f0c 0x0002a383 M   lw          x7, 0(x5)
936 5455 0x00000f10 0x0002a383 M   lw          x7, 0(x5)
937 5460 0x00000f14 0x0002a383 M   lw          x7, 0(x5)
938 5465 0x00000f18 0x0002a383 M   lw          x7, 0(x5)
939 5470 0x00000f1c 0x0002a383 M   lw          x7, 0(x5)
940 5480 0x00000f20 0x0002a383 M   lw          x7, 0(x5)
941 5485 0x00000f24 0x0002a383 M   lw          x7, 0(x5)
942 5490 0x00000f28 0x0002a383 M   lw          x7, 0(x5)
943 5495 0x00000f2c 0x0002a383 M   lw          x7, 0(x5)
944 5500 0x00000f30 0x0002a383 M   lw          x7, 0(x5)
945 5505 0x00000f34 0x0002a383 M   lw          x7, 0(x5)
946 5510 0x00000f38 0x0002a383 M   lw          x7, 0(x5)
947 5515 0x00000f3c 0x0002a383 M   lw          x7, 0(x5)
948 5525 0x00000f40 0x0002a383 M   lw          x7, 0(x5)
949 5530 0x00000f44 0x0002a383 M   lw          x7, 0(x5)
950 5535 0x00000f48 0x0002a383 M   lw          x7, 0(x5)
951 5540 0x00000f4c 0x0002a383 M   lw          x7, 0(x5)
952 5545 0x00000f50 0x0002a383 M   lw          x7, 0(x5)
953 5550 0x00000f54 0x0002a383 M   lw          x7, 0(x5)
954 5555 0x00000f58 0x0002a383 M   lw          x7, 0(x5)
955 5560 0x00000f5c 0x0002a383 M   lw          x7, 0(x5)
956 5570 0x00000f60 0x0002a383 M   lw          x7, 0(x5)
957 5575 0x00000f64 0x0002a383 M   lw          x7, 0(x5)
958 5580 0x00000f68 0x0002a383 M   lw          x7, 0(x5)
959 5585 0x00000f6c 0x0002a383 M   lw          x7, 0(x5)
960 5590 0x00000f70 0x0002a383 M   lw          x7, 0(x5)
961 5595 0x00000f74 0x0002a383 M   lw          x7, 0(x5)
962 5600 0x00000f78 0x0002a383 M   lw          x7, 0(x5)
963 5605 0x00000f7c 0x0002a383 M   lw          x7, 0(x5)
964 5615 0x00000f80 0x0002a383 M   lw          x7, 0(x5)
965 5620 0x00000f84 0x0002a383 M   lw          x7, 0(x5)
966 5625 0x00000f88 0x0002a383 M   lw          x7, 0(x5)
967 5630 0x00000f8c 0x0002a383 M   lw          x7, 0(x5)
968 5635 0x00000f90 0x0002a383 M   lw          x7, 0(x5)
969 5640 0x00000f94 0x0002a383 M   lw          x7, 0(x5)
970 5645 0x00000f98 0x0002a383 M   lw          x7, 0(x5)
971 5650 0x00000f9c 0x0002a383 M   lw          x7, 0(x5)
972 5660 0x00000fa0 0x0002a383 M   lw          x7, 0(x5)
973 5665 0x00000fa4 0x0002a383 M   lw          x7, 0(x5)
974 5670 0x00000fa8 0x0002a383 M   lw          x7, 0(x5)
975 5675 0x00000fac 0x0002a383 M   lw          x7, 0(x5)
976 5680 0x00000fb0 0x0002a383 M   lw          x7, 0(x5)
977 5685 0x00000fb4 0x0002a383 M   lw          x7, 0(x5)
978 5690 0x00000fb8 0x0002a383 M   lw          x7, 0(x5)
979 5695 0x00000fbc 0x0002a383 M   lw          x7, 0(x5)
980 5705 0x00000fc0 0x0002a383 M   lw          x7, 0(x5)
981 5710 0x00000fc4 0x0002a383 M   lw          x7, 0(x5)
982 5715 0x00000fc8 0x0002a383 M   lw          x7, 0(x5)
983 5720 0x00000fcc 0x0002a383 M   lw          x7, 0(x5)
984 5725 0x00000fd0 0x0002a383 M   lw          x7, 0(x5)
985 5730 0x00000fd4 0x0002a383 M   lw          x7, 0(x5)
986 5735 0x00000fd8 0x0002a383 M   lw          x7, 0(x5)
987 5740 0x00000fdc 0x0002a383 M   lw          x7, 0(x5)
988 5750 0x00000fe0 0x0002a383 M   lw          x7, 0(x5)
989 5755 0x00000fe4 0x0002a383 M   lw          x7, 0(x5)
990 5760 0x00000fe8 0x0002a383 M   lw          x7, 0(x5)
991 5765 0x00000fec 0x0002a383 M   lw          x7, 0(x5)
992 5770 0x00000ff0 0x0002a383 M   lw          x7, 0(x5)
993 5775 0x00000ff4 0x0002a383 M   lw          x7, 0(x5)
994 5780 0x00000ff8 0x0002a383 M   lw          x7, 0(x5)
995 5785 0x00000ffc 0x0002a383 M   lw          x7, 0(x5)
996 5795 0x00001000 0x0002a383 M   lw          x7, 0(x5)
997 5800 0x00001004 0x0002a383 M   lw          x7, 0(x5)
998 5805 0x00001008 0x0002a383 M   lw          x7, 0(x5)
999 5810 0x0000100c 0x0002a383 M   lw          x7, 0(x5)
1000 5815 0x00001010 0x0002a383 M   lw          x7, 0(x5)
1001 5820 0x00001014 0x0002a383 M   lw          x7, 0(x5)
1002 5825 0x00001018 0x0002a383 M   lw          x7, 0(x5)
1003 5830 0x0000101c 0x0002a383 M   lw          x7, 0(x5)
1004 5840 0x00001020 0x0002a383 M   lw          x7, 0(x5)
1005 5845 0x00001024 0x0002a383 M   lw          x7, 0(x5)
1006 5850 0x00001028 0x0002a383 M   lw          x7, 0(x5)
1007 5855 0x0000102c 0x0002a383 M   lw          x7, 0(x5)
1008 5860 0x00001030 0x0002a383 M   lw          x7, 0(x5)
1009 5865 0x00001034 0x0002a383 M   lw          x7, 0(x5)
1010 5870 0x00001038 0x0002a383 M   lw          x7, 0(x5)
1011 5875 0x0000103c 0x0002a383 M   lw          x7, 0(x5)
1012 5885 0x00001040 0x0002a383 M   lw          x7, 0(x5)
1013 5890 0x00001044 0x0002a383 M   lw          x7, 0(x5)
1014 5895 0x00001048 0x0002a383 M   lw          x7, 0(x5)
1015 5900 0x0000104c 0x0002a383 M   lw          x7, 0(x5)
1016 5905 0x00001050 0x0002a383 M   lw          x7, 0(x5)
1017 5910 0x00001054 0x0002a383 M   lw          x7, 0(x5)
1018 5915 0x00001058 0x0002a383 M   lw          x7, 0(x5)
1019 5920 0x0000105c 0x0002a383 M   lw          x7, 0(x5)
1020 5930 0x00001060 0x0002a383 M   lw          x7, 0(x5)
1021 5935 0x00001064 0x0002a383 M   lw          x7, 0(x5)
1022 5940 0x00001068 0x0002a383 M   lw          x7, 0(x5)
1023 5945 0x0000106c 0x0002a383 M   lw          x7, 0(x5)
1024 5950 0x00001070 0x0002a383 M   lw          x7, 0(x5)
1025 5955 0x00001074 0x0002a383 M   lw          x7, 0(x5)
1026 5960 0x00001078 0x0002a383 M   lw          x7, 0(x5)
1027 5965 0x0000107c 0x0002a383 M   lw          x7, 0(x5)
1028 5975 0x00001080 0x0002a383 M   lw          x7, 0(x5)
1029 5980 0x00001084 0x0002a383 M   lw          x7, 0(x5)
1030 5985 0x00001088 0x0002a383 M   lw          x7, 0(x5)
1031 5990 0x0000108c 0x0002a383 M   lw          x7, 0(x5)
1032 5995 0x00001090 0x0002a383 M   lw          x7, 0(x5)
1033 6000 0x00001094 0x0002a383 M   lw          x7, 0(x5)
1034 6005 0x00001098 0x0002a383 M   lw          x7, 0(x5)
1035 6010 0x0000109c 0x0002a383 M   lw          x7, 0(x5)
1036 6020 0x000010a0 0x0002a383 M   lw          x7, 0(x5)
1037 6025 0x000010a4 0x0002a383 M   lw          x7, 0(x5)
1038 6030 0x000010a8 0x0002a383 M   lw          x7, 0(x5)
1039 6035 0x000010ac 0x0002a383 M   lw          x7, 0(x5)
1040 6040 0x000010b0 0x0002a383 M   lw          x7, 0(x5)
1041 6045 0x000010b4 0x0002a383 M   lw          x7, 0(x5)
1042 6050 0x000010b8 0x0002a383 M   lw          x7, 0(x5)
1043 6055 0x000010bc 0x0002a383 M   lw          x7, 0(x5)
1044 6065 0x000010c0 0x0002a383 M   lw          x7, 0(x5)
1045 6070 0x000010c4 0x0002a383 M   lw          x7, 0(x5)
1046 6075 0x000010c8 0x0002a383 M   lw          x7, 0(x5)
1047 6080 0x000010cc 0x0002a383 M   lw          x7, 0(x5)
1048 6085 0x000010d0 0x0002a383 M   lw          x7, 0(x5)
1049 6090 0x000010d4 0x0002a383 M   lw          x7, 0(x5)
1050 6095 0x000010d8 0x0002a383 M   lw          x7, 0(x5)
1051 6100 0x000010dc 0x0002a383 M   lw          x7, 0(x5)
1052 6110 0x000010e0 0x0002a383 M   lw          x7, 0(x5)
1053 6115 0x000010e4 0x0002a383 M   lw          x7, 0(x5)
1054 6120 0x000010e8 0x0002a383 M   lw          x7, 0(x5)
1055 6125 0x000010ec 0x0002a383 M   lw          x7, 0(x5)
1056 6130 0x000010f0 0x0002a383 M   lw          x7, 0(x5)
1057 6135 0x000010f4 0x0002a383 M   lw          x7, 0(x5)
1058 6140 0x000010f8 0x0002a383 M   lw          x7, 0(x5)
1059 6145 0x000010fc 0x0002a383 M   lw          x7, 0(x5)
1060 6155 0x00001100 0x0002a383 M   lw          x7, 0(x5)
1061 6160 0x00001104 0x0002a383 M   lw          x7, 0(x5)
1062 6165 0x00001108 0x0002a383 M   lw          x7, 0(x5)
1063 6170 0x0000110c 0x0002a383 M   lw          x7, 0(x5)
1064 6175 0x00001110 0x0002a383 M   lw          x7, 0(x5)
1065 6180 0x00001114 0x0002a383 M   lw          x7, 0(x5)
1066 6185 0x00001118 0x0002a383 M   lw          x7, 0(x5)
1067 6190 0x0000111c 0x0002a383 M   lw          x7, 0(x5)
1068 6200 0x00001120 0x0002a383 M   lw          x7, 0(x5)
1069 6205 0x00001124 0x0002a383 M   lw          x7, 0(x5)
1070 6210 0x00001128 0x0002a383 M   lw          x7, 0(x5)
1071 6215 0x0000112c 0x0002a383 M   lw          x7, 0(x5)
1072 6220 0x00001130 0x0002a383 M   lw          x7, 0(x5)
1073 6225 0x00001134 0x0002a383 M   lw          x7, 0(x5)
1074 6230 0x00001138 0x0002a383 M   lw          x7, 0(x5)
1075 6235 0x0000113c 0x0002a383 M   lw          x7, 0(x5)
1076 6245 0x00001140 0x0002a383 M   lw          x7, 0(x5)
1077 6250 0x00001144 0x0002a383 M   lw          x7, 0(x5)
1078 6255 0x00001148 0x0002a383 M   lw          x7, 0(x5)
1079 6260 0x0000114c 0x0002a383 M   lw          x7, 0(x5)
1080 6265 0x00001150 0x0002a383 M   lw          x7, 0(x5)
1081 6270 0x00001154 0x0002a383 M   lw          x7, 0(x5)
1082 6275 0x00001158 0x0002a383 M   lw          x7, 0(x5)
1083 6280 0x0000115c 0x0002a383 M   lw          x7, 0(x5)
1084 6290 0x00001160 0x0002a383 M   lw          x7, 0(x5)
1085 6295 0x00001164 0x0002a383 M   lw          x7, 0(x5)
1086 6297 0x00001168 0x00000513 M   addi        x10, x0, 0
1087 6300 0x0000116c 0x00008067 M   jalr        x0, 0(x1)
1088 6318 0x0000015c 0x30047073 M   csrrci      x0, mstatus, 8
1089 6332 0x00000160 0x30401073 M   csrrw       x0, mie, x0
1090 6334 0x00000164 0x00000597 M   auipc       x11, 0x00000000
1091 6336 0x00000168 0x05058593 M   addi        x11, x11, 80
1092 6339 0x0000016c 0x30559073 M   csrrw       x0, mtvec, x11
1093 6342 0x00000170 0x34051073 M   csrrw       x0, mscratch, x10
1094 6345 0x00000174 0xf1402473 M   csrrs       x8, mhartid, x0
1095 6348 0x00000178 0x02041463 M   bne         x8, x0, 40
1096 6350 0x0000017c 0x00001417 M   auipc       x8, 0x00001000
1097 6362 0x00000180 0xff440413 M   addi        x8, x8, -12
1098 6364 0x00000184 0x00001497 M   auipc       x9, 0x00001000
1099 6366 0x00000188 0xfec48493 M   addi        x9, x9, -20
1100 6369 0x0000018c 0x00945a63 M   bge         x8, x9, 20
1101 6388 0x000001a0 0xf1402473 M   csrrs       x8, mhartid, x0
1102 6391 0x000001a4 0x00041463 M   bne         x8, x0, 8
1103 6394 0x000001a8 0x00100073 M   ebreak      
1104 6403 0x000001b4 0x10500073 M   wfi          <TRAP_ENTRY>
