0 30 0x00000000 0xf14020f3 M   csrrs       x1, mhartid, x0
833 4884 0x00000d74 0x0002a383 M   lw          x7, 0(x5)
834 4889 0x00000d78 0x0002a383 M   lw          x7, 0(x5)
835 4894 0x00000d7c 0x0002a383 M   lw          x7, 0(x5)
836 4904 0x00000d80 0x0002a383 M   lw          x7, 0(x5)
837 4909 0x00000d84 0x0002a383 M   lw          x7, 0(x5)
838 4914 0x00000d88 0x0002a383 M   lw          x7, 0(x5)
839 4919 0x00000d8c 0x0002a383 M   lw          x7, 0(x5)
840 4924 0x00000d90 0x0002a383 M   lw          x7, 0(x5)
841 4929 0x00000d94 0x0002a383 M   lw          x7, 0(x5)
842 4934 0x00000d98 0x0002a383 M   lw          x7, 0(x5)
843 4939 0x00000d9c 0x0002a383 M   lw          x7, 0(x5)
844 4949 0x00000da0 0x0002a383 M   lw          x7, 0(x5)
845 4954 0x00000da4 0x0002a383 M   lw          x7, 0(x5)
846 4959 0x00000da8 0x0002a383 M   lw          x7, 0(x5)
847 4964 0x00000dac 0x0002a383 M   lw          x7, 0(x5)
848 4969 0x00000db0 0x0002a383 M   lw          x7, 0(x5)
849 4974 0x00000db4 0x0002a383 M   lw          x7, 0(x5)
850 4979 0x00000db8 0x0002a383 M   lw          x7, 0(x5)
851 4984 0x00000dbc 0x0002a383 M   lw          x7, 0(x5)
852 4994 0x00000dc0 0x0002a383 M   lw          x7, 0(x5)
853 4999 0x00000dc4 0x0002a383 M   lw          x7, 0(x5)
854 5004 0x00000dc8 0x0002a383 M   lw          x7, 0(x5)
855 5009 0x00000dcc 0x0002a383 M   lw          x7, 0(x5)
856 5014 0x00000dd0 0x0002a383 M   lw          x7, 0(x5)
857 5019 0x00000dd4 0x0002a383 M   lw          x7, 0(x5)
858 5024 0x00000dd8 0x0002a383 M   lw          x7, 0(x5)
859 5029 0x00000ddc 0x0002a383 M   lw          x7, 0(x5)
860 5039 0x00000de0 0x0002a383 M   lw          x7, 0(x5)
861 5044 0x00000de4 0x0002a383 M   lw          x7, 0(x5)
862 5049 0x00000de8 0x0002a383 M   lw          x7, 0(x5)
863 5054 0x00000dec 0x0002a383 M   lw          x7, 0(x5)
864 5059 0x00000df0 0x0002a383 M   lw          x7, 0(x5)
865 5064 0x00000df4 0x0002a383 M   lw          x7, 0(x5)
866 5069 0x00000df8 0x0002a383 M   lw          x7, 0(x5)
867 5074 0x00000dfc 0x0002a383 M   lw          x7, 0(x5)
868 5084 0x00000e00 0x0002a383 M   lw          x7, 0(x5)
869 5089 0x00000e04 0x0002a383 M   lw          x7, 0(x5)
870 5094 0x00000e08 0x0002a383 M   lw          x7, 0(x5)
871 5099 0x00000e0c 0x0002a383 M   lw          x7, 0(x5)
872 5104 0x00000e10 0x0002a383 M   lw          x7, 0(x5)
873 5109 0x00000e14 0x0002a383 M   lw          x7, 0(x5)
874 5114 0x00000e18 0x0002a383 M   lw          x7, 0(x5)
875 5119 0x00000e1c 0x0002a383 M   lw          x7, 0(x5)
876 5129 0x00000e20 0x0002a383 M   lw          x7, 0(x5)
877 5134 0x00000e24 0x0002a383 M   lw          x7, 0(x5)
878 5139 0x00000e28 0x0002a383 M   lw          x7, 0(x5)
879 5144 0x00000e2c 0x0002a383 M   lw          x7, 0(x5)
880 5149 0x00000e30 0x0002a383 M   lw          x7, 0(x5)
881 5154 0x00000e34 0x0002a383 M   lw          x7, 0(x5)
882 5159 0x00000e38 0x0002a383 M   lw          x7, 0(x5)
883 5164 0x00000e3c 0x0002a383 M   lw          x7, 0(x5)
884 5174 0x00000e40 0x0002a383 M   lw          x7, 0(x5)
885 5179 0x00000e44 0x0002a383 M   lw          x7, 0(x5)
886 5184 0x00000e48 0x0002a383 M   lw          x7, 0(x5)
887 5189 0x00000e4c 0x0002a383 M   lw          x7, 0(x5)
888 5194 0x00000e50 0x0002a383 M   lw          x7, 0(x5)
889 5199 0x00000e54 0x0002a383 M   lw          x7, 0(x5)
890 5204 0x00000e58 0x0002a383 M   lw          x7, 0(x5)
891 5209 0x00000e5c 0x0002a383 M   lw          x7, 0(x5)
892 5219 0x00000e60 0x0002a383 M   lw          x7, 0(x5)
893 5224 0x00000e64 0x0002a383 M   lw          x7, 0(x5)
894 5229 0x00000e68 0x0002a383 M   lw          x7, 0(x5)
895 5234 0x00000e6c 0x0002a383 M   lw          x7, 0(x5)
896 5239 0x00000e70 0x0002a383 M   lw          x7, 0(x5)
897 5244 0x00000e74 0x0002a383 M   lw          x7, 0(x5)
898 5249 0x00000e78 0x0002a383 M   lw          x7, 0(x5)
899 5254 0x00000e7c 0x0002a383 M   lw          x7, 0(x5)
900 5264 0x00000e80 0x0002a383 M   lw          x7, 0(x5)
901 5269 0x00000e84 0x0002a383 M   lw          x7, 0(x5)
902 5274 0x00000e88 0x0002a383 M   lw          x7, 0(x5)
903 5279 0x00000e8c 0x0002a383 M   lw          x7, 0(x5)
904 5284 0x00000e90 0x0002a383 M   lw          x7, 0(x5)
905 5289 0x00000e94 0x0002a383 M   lw          x7, 0(x5)
906 5294 0x00000e98 0x0002a383 M   lw          x7, 0(x5)
907 5299 0x00000e9c 0x0002a383 M   lw          x7, 0(x5)
908 5309 0x00000ea0 0x0002a383 M   lw          x7, 0(x5)
909 5314 0x00000ea4 0x0002a383 M   lw          x7, 0(x5)
910 5319 0x00000ea8 0x0002a383 M   lw          x7, 0(x5)
911 5324 0x00000eac 0x0002a383 M   lw          x7, 0(x5)
912 5329 0x00000eb0 0x0002a383 M   lw          x7, 0(x5)
913 5334 0x00000eb4 0x0002a383 M   lw          x7, 0(x5)
914 5339 0x00000eb8 0x0002a383 M   lw          x7, 0(x5)
915 5344 0x00000ebc 0x0002a383 M   lw          x7, 0(x5)
916 5354 0x00000ec0 0x0002a383 M   lw          x7, 0(x5)
917 5359 0x00000ec4 0x0002a383 M   lw          x7, 0(x5)
918 5364 0x00000ec8 0x0002a383 M   lw          x7, 0(x5)
919 5369 0x00000ecc 0x0002a383 M   lw          x7, 0(x5)
920 5374 0x00000ed0 0x0002a383 M   lw          x7, 0(x5)
921 5379 0x00000ed4 0x0002a383 M   lw          x7, 0(x5)
922 5384 0x00000ed8 0x0002a383 M   lw          x7, 0(x5)
923 5389 0x00000edc 0x0002a383 M   lw          x7, 0(x5)
924 5399 0x00000ee0 0x0002a383 M   lw          x7, 0(x5)
925 5404 0x00000ee4 0x0002a383 M   lw          x7, 0(x5)
926 5409 0x00000ee8 0x0002a383 M   lw          x7, 0(x5)
927 5414 0x00000eec 0x0002a383 M   lw          x7, 0(x5)
928 5419 0x00000ef0 0x0002a383 M   lw          x7, 0(x5)
929 5424 0x00000ef4 0x0002a383 M   lw          x7, 0(x5)
930 5429 0x00000ef8 0x0002a383 M   lw          x7, 0(x5)
931 5434 0x00000efc 0x0002a383 M   lw          x7, 0(x5)
932 5444 0x00000f00 0x0002a383 M   lw          x7, 0(x5)
933 5449 0x00000f04 0x0002a383 M   lw          x7, 0(x5)
934 5454 0x00000f08 0x0002a383 M   lw          x7, 0(x5)
935 5459 0x00000f0c 0x0002a383 M   lw          x7, 0(x5)
936 5464 0x00000f10 0x0002a383 M   lw          x7, 0(x5)
937 5469 0x00000f14 0x0002a383 M   lw          x7, 0(x5)
938 5474 0x00000f18 0x0002a383 M   lw          x7, 0(x5)
939 5479 0x00000f1c 0x0002a383 M   lw          x7, 0(x5)
940 5489 0x00000f20 0x0002a383 M   lw          x7, 0(x5)
941 5494 0x00000f24 0x0002a383 M   lw          x7, 0(x5)
942 5499 0x00000f28 0x0002a383 M   lw          x7, 0(x5)
943 5504 0x00000f2c 0x0002a383 M   lw          x7, 0(x5)
944 5509 0x00000f30 0x0002a383 M   lw          x7, 0(x5)
945 5514 0x00000f34 0x0002a383 M   lw          x7, 0(x5)
946 5519 0x00000f38 0x0002a383 M   lw          x7, 0(x5)
947 5524 0x00000f3c 0x0002a383 M   lw          x7, 0(x5)
948 5534 0x00000f40 0x0002a383 M   lw          x7, 0(x5)
949 5539 0x00000f44 0x0002a383 M   lw          x7, 0(x5)
950 5544 0x00000f48 0x0002a383 M   lw          x7, 0(x5)
951 5549 0x00000f4c 0x0002a383 M   lw          x7, 0(x5)
952 5554 0x00000f50 0x0002a383 M   lw          x7, 0(x5)
953 5559 0x00000f54 0x0002a383 M   lw          x7, 0(x5)
954 5564 0x00000f58 0x0002a383 M   lw          x7, 0(x5)
955 5569 0x00000f5c 0x0002a383 M   lw          x7, 0(x5)
956 5579 0x00000f60 0x0002a383 M   lw          x7, 0(x5)
957 5584 0x00000f64 0x0002a383 M   lw          x7, 0(x5)
958 5589 0x00000f68 0x0002a383 M   lw          x7, 0(x5)
959 5594 0x00000f6c 0x0002a383 M   lw          x7, 0(x5)
960 5599 0x00000f70 0x0002a383 M   lw          x7, 0(x5)
961 5604 0x00000f74 0x0002a383 M   lw          x7, 0(x5)
962 5609 0x00000f78 0x0002a383 M   lw          x7, 0(x5)
963 5614 0x00000f7c 0x0002a383 M   lw          x7, 0(x5)
964 5624 0x00000f80 0x0002a383 M   lw          x7, 0(x5)
965 5629 0x00000f84 0x0002a383 M   lw          x7, 0(x5)
966 5634 0x00000f88 0x0002a383 M   lw          x7, 0(x5)
967 5639 0x00000f8c 0x0002a383 M   lw          x7, 0(x5)
968 5644 0x00000f90 0x0002a383 M   lw          x7, 0(x5)
969 5649 0x00000f94 0x0002a383 M   lw          x7, 0(x5)
970 5654 0x00000f98 0x0002a383 M   lw          x7, 0(x5)
971 5659 0x00000f9c 0x0002a383 M   lw          x7, 0(x5)
972 5669 0x00000fa0 0x0002a383 M   lw          x7, 0(x5)
973 5674 0x00000fa4 0x0002a383 M   lw          x7, 0(x5)
974 5679 0x00000fa8 0x0002a383 M   lw          x7, 0(x5)
975 5684 0x00000fac 0x0002a383 M   lw          x7, 0(x5)
976 5689 0x00000fb0 0x0002a383 M   lw          x7, 0(x5)
977 5694 0x00000fb4 0x0002a383 M   lw          x7, 0(x5)
978 5699 0x00000fb8 0x0002a383 M   lw          x7, 0(x5)
979 5704 0x00000fbc 0x0002a383 M   lw          x7, 0(x5)
980 5714 0x00000fc0 0x0002a383 M   lw          x7, 0(x5)
981 5719 0x00000fc4 0x0002a383 M   lw          x7, 0(x5)
982 5724 0x00000fc8 0x0002a383 M   lw          x7, 0(x5)
983 5729 0x00000fcc 0x0002a383 M   lw          x7, 0(x5)
984 5734 0x00000fd0 0x0002a383 M   lw          x7, 0(x5)
985 5739 0x00000fd4 0x0002a383 M   lw          x7, 0(x5)
986 5744 0x00000fd8 0x0002a383 M   lw          x7, 0(x5)
987 5749 0x00000fdc 0x0002a383 M   lw          x7, 0(x5)
988 5759 0x00000fe0 0x0002a383 M   lw          x7, 0(x5)
989 5764 0x00000fe4 0x0002a383 M   lw          x7, 0(x5)
990 5769 0x00000fe8 0x0002a383 M   lw          x7, 0(x5)
991 5774 0x00000fec 0x0002a383 M   lw          x7, 0(x5)
992 5779 0x00000ff0 0x0002a383 M   lw          x7, 0(x5)
993 5784 0x00000ff4 0x0002a383 M   lw          x7, 0(x5)
994 5789 0x00000ff8 0x0002a383 M   lw          x7, 0(x5)
995 5794 0x00000ffc 0x0002a383 M   lw          x7, 0(x5)
996 5804 0x00001000 0x0002a383 M   lw          x7, 0(x5)
997 5809 0x00001004 0x0002a383 M   lw          x7, 0(x5)
998 5814 0x00001008 0x0002a383 M   lw          x7, 0(x5)
999 5819 0x0000100c 0x0002a383 M   lw          x7, 0(x5)
1000 5824 0x00001010 0x0002a383 M   lw          x7, 0(x5)
1001 5829 0x00001014 0x0002a383 M   lw          x7, 0(x5)
1002 5834 0x00001018 0x0002a383 M   lw          x7, 0(x5)
1003 5839 0x0000101c 0x0002a383 M   lw          x7, 0(x5)
1004 5849 0x00001020 0x0002a383 M   lw          x7, 0(x5)
1005 5854 0x00001024 0x0002a383 M   lw          x7, 0(x5)
1006 5859 0x00001028 0x0002a383 M   lw          x7, 0(x5)
1007 5864 0x0000102c 0x0002a383 M   lw          x7, 0(x5)
1008 5869 0x00001030 0x0002a383 M   lw          x7, 0(x5)
1009 5874 0x00001034 0x0002a383 M   lw          x7, 0(x5)
1010 5879 0x00001038 0x0002a383 M   lw          x7, 0(x5)
1011 5884 0x0000103c 0x0002a383 M   lw          x7, 0(x5)
1012 5894 0x00001040 0x0002a383 M   lw          x7, 0(x5)
1013 5899 0x00001044 0x0002a383 M   lw          x7, 0(x5)
1014 5904 0x00001048 0x0002a383 M   lw          x7, 0(x5)
1015 5909 0x0000104c 0x0002a383 M   lw          x7, 0(x5)
1016 5914 0x00001050 0x0002a383 M   lw          x7, 0(x5)
1017 5919 0x00001054 0x0002a383 M   lw          x7, 0(x5)
1018 5924 0x00001058 0x0002a383 M   lw          x7, 0(x5)
1019 5929 0x0000105c 0x0002a383 M   lw          x7, 0(x5)
1020 5939 0x00001060 0x0002a383 M   lw          x7, 0(x5)
1021 5944 0x00001064 0x0002a383 M   lw          x7, 0(x5)
1022 5949 0x00001068 0x0002a383 M   lw          x7, 0(x5)
1023 5954 0x0000106c 0x0002a383 M   lw          x7, 0(x5)
1024 5959 0x00001070 0x0002a383 M   lw          x7, 0(x5)
1025 5964 0x00001074 0x0002a383 M   lw          x7, 0(x5)
1026 5969 0x00001078 0x0002a383 M   lw          x7, 0(x5)
1027 5974 0x0000107c 0x0002a383 M   lw          x7, 0(x5)
1028 5984 0x00001080 0x0002a383 M   lw          x7, 0(x5)
1029 5989 0x00001084 0x0002a383 M   lw          x7, 0(x5)
1030 5994 0x00001088 0x0002a383 M   lw          x7, 0(x5)
1031 5999 0x0000108c 0x0002a383 M   lw          x7, 0(x5)
1032 6004 0x00001090 0x0002a383 M   lw          x7, 0(x5)
1033 6009 0x00001094 0x0002a383 M   lw          x7, 0(x5)
1034 6014 0x00001098 0x0002a383 M   lw          x7, 0(x5)
1035 6019 0x0000109c 0x0002a383 M   lw          x7, 0(x5)
1036 6029 0x000010a0 0x0002a383 M   lw          x7, 0(x5)
1037 6034 0x000010a4 0x0002a383 M   lw          x7, 0(x5)
1038 6039 0x000010a8 0x0002a383 M   lw          x7, 0(x5)
1039 6044 0x000010ac 0x0002a383 M   lw          x7, 0(x5)
1040 6049 0x000010b0 0x0002a383 M   lw          x7, 0(x5)
1041 6054 0x000010b4 0x0002a383 M   lw          x7, 0(x5)
1042 6059 0x000010b8 0x0002a383 M   lw          x7, 0(x5)
1043 6064 0x000010bc 0x0002a383 M   lw          x7, 0(x5)
1044 6074 0x000010c0 0x0002a383 M   lw          x7, 0(x5)
1045 6079 0x000010c4 0x0002a383 M   lw          x7, 0(x5)
1046 6084 0x000010c8 0x0002a383 M   lw          x7, 0(x5)
1047 6089 0x000010cc 0x0002a383 M   lw          x7, 0(x5)
1048 6094 0x000010d0 0x0002a383 M   lw          x7, 0(x5)
1049 6099 0x000010d4 0x0002a383 M   lw          x7, 0(x5)
1050 6104 0x000010d8 0x0002a383 M   lw          x7, 0(x5)
1051 6109 0x000010dc 0x0002a383 M   lw          x7, 0(x5)
1052 6119 0x000010e0 0x0002a383 M   lw          x7, 0(x5)
1053 6124 0x000010e4 0x0002a383 M   lw          x7, 0(x5)
1054 6129 0x000010e8 0x0002a383 M   lw          x7, 0(x5)
1055 6134 0x000010ec 0x0002a383 M   lw          x7, 0(x5)
1056 6139 0x000010f0 0x0002a383 M   lw          x7, 0(x5)
1057 6144 0x000010f4 0x0002a383 M   lw          x7, 0(x5)
1058 6149 0x000010f8 0x0002a383 M   lw          x7, 0(x5)
1059 6154 0x000010fc 0x0002a383 M   lw          x7, 0(x5)
1060 6164 0x00001100 0x0002a383 M   lw          x7, 0(x5)
1061 6169 0x00001104 0x0002a383 M   lw          x7, 0(x5)
1062 6174 0x00001108 0x0002a383 M   lw          x7, 0(x5)
1063 6179 0x0000110c 0x0002a383 M   lw          x7, 0(x5)
1064 6184 0x00001110 0x0002a383 M   lw          x7, 0(x5)
1065 6189 0x00001114 0x0002a383 M   lw          x7, 0(x5)
1066 6194 0x00001118 0x0002a383 M   lw          x7, 0(x5)
1067 6199 0x0000111c 0x0002a383 M   lw          x7, 0(x5)
1068 6209 0x00001120 0x0002a383 M   lw          x7, 0(x5)
1069 6214 0x00001124 0x0002a383 M   lw          x7, 0(x5)
1070 6219 0x00001128 0x0002a383 M   lw          x7, 0(x5)
1071 6224 0x0000112c 0x0002a383 M   lw          x7, 0(x5)
1072 6229 0x00001130 0x0002a383 M   lw          x7, 0(x5)
1073 6234 0x00001134 0x0002a383 M   lw          x7, 0(x5)
1074 6239 0x00001138 0x0002a383 M   lw          x7, 0(x5)
1075 6244 0x0000113c 0x0002a383 M   lw          x7, 0(x5)
1076 6254 0x00001140 0x0002a383 M   lw          x7, 0(x5)
1077 6259 0x00001144 0x0002a383 M   lw          x7, 0(x5)
1078 6264 0x00001148 0x0002a383 M   lw          x7, 0(x5)
1079 6269 0x0000114c 0x0002a383 M   lw          x7, 0(x5)
1080 6274 0x00001150 0x0002a383 M   lw          x7, 0(x5)
1081 6279 0x00001154 0x0002a383 M   lw          x7, 0(x5)
1082 6284 0x00001158 0x0002a383 M   lw          x7, 0(x5)
1083 6289 0x0000115c 0x0002a383 M   lw          x7, 0(x5)
1084 6299 0x00001160 0x0002a383 M   lw          x7, 0(x5)
1085 6304 0x00001164 0x0002a383 M   lw          x7, 0(x5)
1086 6309 0x00001168 0x0002a383 M   lw          x7, 0(x5)
1087 6311 0x0000116c 0x00000513 M   addi        x10, x0, 0
1088 6314 0x00001170 0x00008067 M   jalr        x0, 0(x1)
1089 6332 0x0000015c 0x30047073 M   csrrci      x0, mstatus, 8
1090 6346 0x00000160 0x30401073 M   csrrw       x0, mie, x0
1091 6348 0x00000164 0x00000597 M   auipc       x11, 0x00000000
1092 6350 0x00000168 0x05058593 M   addi        x11, x11, 80
1093 6353 0x0000016c 0x30559073 M   csrrw       x0, mtvec, x11
1094 6356 0x00000170 0x34051073 M   csrrw       x0, mscratch, x10
1095 6359 0x00000174 0xf1402473 M   csrrs       x8, mhartid, x0
1096 6362 0x00000178 0x02041463 M   bne         x8, x0, 40
1097 6364 0x0000017c 0x00001417 M   auipc       x8, 0x00001000
1098 6376 0x00000180 0xff840413 M   addi        x8, x8, -8
1099 6378 0x00000184 0x00001497 M   auipc       x9, 0x00001000
1100 6380 0x00000188 0xff048493 M   addi        x9, x9, -16
1101 6383 0x0000018c 0x00945a63 M   bge         x8, x9, 20
1102 6402 0x000001a0 0xf1402473 M   csrrs       x8, mhartid, x0
1103 6405 0x000001a4 0x00041463 M   bne         x8, x0, 8
1104 6408 0x000001a8 0x00100073 M   ebreak      
1105 6417 0x000001b4 0x10500073 M   wfi          <TRAP_ENTRY>
