0 30 0x00000000 0xf14020f3 M   csrrs       x1, mhartid, x0
856 3817 0x00000e30 0x006292b3 M   sll         x5, x5, x6
857 3820 0x00000e34 0x006292b3 M   sll         x5, x5, x6
858 3823 0x00000e38 0x006292b3 M   sll         x5, x5, x6
859 3826 0x00000e3c 0x006292b3 M   sll         x5, x5, x6
860 3838 0x00000e40 0x006292b3 M   sll         x5, x5, x6
861 3841 0x00000e44 0x006292b3 M   sll         x5, x5, x6
862 3844 0x00000e48 0x006292b3 M   sll         x5, x5, x6
863 3847 0x00000e4c 0x006292b3 M   sll         x5, x5, x6
864 3850 0x00000e50 0x006292b3 M   sll         x5, x5, x6
865 3853 0x00000e54 0x006292b3 M   sll         x5, x5, x6
866 3856 0x00000e58 0x006292b3 M   sll         x5, x5, x6
867 3859 0x00000e5c 0x006292b3 M   sll         x5, x5, x6
868 3871 0x00000e60 0x006292b3 M   sll         x5, x5, x6
869 3874 0x00000e64 0x006292b3 M   sll         x5, x5, x6
870 3877 0x00000e68 0x006292b3 M   sll         x5, x5, x6
871 3880 0x00000e6c 0x006292b3 M   sll         x5, x5, x6
872 3883 0x00000e70 0x006292b3 M   sll         x5, x5, x6
873 3886 0x00000e74 0x006292b3 M   sll         x5, x5, x6
874 3889 0x00000e78 0x006292b3 M   sll         x5, x5, x6
875 3892 0x00000e7c 0x006292b3 M   sll         x5, x5, x6
876 3904 0x00000e80 0x006292b3 M   sll         x5, x5, x6
877 3907 0x00000e84 0x006292b3 M   sll         x5, x5, x6
878 3910 0x00000e88 0x006292b3 M   sll         x5, x5, x6
879 3913 0x00000e8c 0x006292b3 M   sll         x5, x5, x6
880 3916 0x00000e90 0x006292b3 M   sll         x5, x5, x6
881 3919 0x00000e94 0x006292b3 M   sll         x5, x5, x6
882 3922 0x00000e98 0x006292b3 M   sll         x5, x5, x6
883 3925 0x00000e9c 0x006292b3 M   sll         x5, x5, x6
884 3937 0x00000ea0 0x006292b3 M   sll         x5, x5, x6
885 3940 0x00000ea4 0x006292b3 M   sll         x5, x5, x6
886 3943 0x00000ea8 0x006292b3 M   sll         x5, x5, x6
887 3946 0x00000eac 0x006292b3 M   sll         x5, x5, x6
888 3949 0x00000eb0 0x006292b3 M   sll         x5, x5, x6
889 3952 0x00000eb4 0x006292b3 M   sll         x5, x5, x6
890 3955 0x00000eb8 0x006292b3 M   sll         x5, x5, x6
891 3958 0x00000ebc 0x006292b3 M   sll         x5, x5, x6
892 3970 0x00000ec0 0x006292b3 M   sll         x5, x5, x6
893 3973 0x00000ec4 0x006292b3 M   sll         x5, x5, x6
894 3976 0x00000ec8 0x006292b3 M   sll         x5, x5, x6
895 3979 0x00000ecc 0x006292b3 M   sll         x5, x5, x6
896 3982 0x00000ed0 0x006292b3 M   sll         x5, x5, x6
897 3985 0x00000ed4 0x006292b3 M   sll         x5, x5, x6
898 3988 0x00000ed8 0x006292b3 M   sll         x5, x5, x6
899 3991 0x00000edc 0x006292b3 M   sll         x5, x5, x6
900 4003 0x00000ee0 0x006292b3 M   sll         x5, x5, x6
901 4006 0x00000ee4 0x006292b3 M   sll         x5, x5, x6
902 4009 0x00000ee8 0x006292b3 M   sll         x5, x5, x6
903 4012 0x00000eec 0x006292b3 M   sll         x5, x5, x6
904 4015 0x00000ef0 0x006292b3 M   sll         x5, x5, x6
905 4018 0x00000ef4 0x006292b3 M   sll         x5, x5, x6
906 4021 0x00000ef8 0x006292b3 M   sll         x5, x5, x6
907 4024 0x00000efc 0x006292b3 M   sll         x5, x5, x6
908 4036 0x00000f00 0x006292b3 M   sll         x5, x5, x6
909 4039 0x00000f04 0x006292b3 M   sll         x5, x5, x6
910 4042 0x00000f08 0x006292b3 M   sll         x5, x5, x6
911 4045 0x00000f0c 0x006292b3 M   sll         x5, x5, x6
912 4048 0x00000f10 0x006292b3 M   sll         x5, x5, x6
913 4051 0x00000f14 0x006292b3 M   sll         x5, x5, x6
914 4054 0x00000f18 0x006292b3 M   sll         x5, x5, x6
915 4057 0x00000f1c 0x006292b3 M   sll         x5, x5, x6
916 4069 0x00000f20 0x006292b3 M   sll         x5, x5, x6
917 4072 0x00000f24 0x006292b3 M   sll         x5, x5, x6
918 4075 0x00000f28 0x006292b3 M   sll         x5, x5, x6
919 4078 0x00000f2c 0x006292b3 M   sll         x5, x5, x6
920 4081 0x00000f30 0x006292b3 M   sll         x5, x5, x6
921 4084 0x00000f34 0x006292b3 M   sll         x5, x5, x6
922 4087 0x00000f38 0x006292b3 M   sll         x5, x5, x6
923 4090 0x00000f3c 0x006292b3 M   sll         x5, x5, x6
924 4102 0x00000f40 0x006292b3 M   sll         x5, x5, x6
925 4105 0x00000f44 0x006292b3 M   sll         x5, x5, x6
926 4108 0x00000f48 0x006292b3 M   sll         x5, x5, x6
927 4111 0x00000f4c 0x006292b3 M   sll         x5, x5, x6
928 4114 0x00000f50 0x006292b3 M   sll         x5, x5, x6
929 4117 0x00000f54 0x006292b3 M   sll         x5, x5, x6
930 4120 0x00000f58 0x006292b3 M   sll         x5, x5, x6
931 4123 0x00000f5c 0x006292b3 M   sll         x5, x5, x6
932 4135 0x00000f60 0x006292b3 M   sll         x5, x5, x6
933 4138 0x00000f64 0x006292b3 M   sll         x5, x5, x6
934 4141 0x00000f68 0x006292b3 M   sll         x5, x5, x6
935 4144 0x00000f6c 0x006292b3 M   sll         x5, x5, x6
936 4147 0x00000f70 0x006292b3 M   sll         x5, x5, x6
937 4150 0x00000f74 0x006292b3 M   sll         x5, x5, x6
938 4153 0x00000f78 0x006292b3 M   sll         x5, x5, x6
939 4156 0x00000f7c 0x006292b3 M   sll         x5, x5, x6
940 4168 0x00000f80 0x006292b3 M   sll         x5, x5, x6
941 4171 0x00000f84 0x006292b3 M   sll         x5, x5, x6
942 4174 0x00000f88 0x006292b3 M   sll         x5, x5, x6
943 4177 0x00000f8c 0x006292b3 M   sll         x5, x5, x6
944 4180 0x00000f90 0x006292b3 M   sll         x5, x5, x6
945 4183 0x00000f94 0x006292b3 M   sll         x5, x5, x6
946 4186 0x00000f98 0x006292b3 M   sll         x5, x5, x6
947 4189 0x00000f9c 0x006292b3 M   sll         x5, x5, x6
948 4201 0x00000fa0 0x006292b3 M   sll         x5, x5, x6
949 4204 0x00000fa4 0x006292b3 M   sll         x5, x5, x6
950 4207 0x00000fa8 0x006292b3 M   sll         x5, x5, x6
951 4210 0x00000fac 0x006292b3 M   sll         x5, x5, x6
952 4213 0x00000fb0 0x006292b3 M   sll         x5, x5, x6
953 4216 0x00000fb4 0x006292b3 M   sll         x5, x5, x6
954 4219 0x00000fb8 0x006292b3 M   sll         x5, x5, x6
955 4222 0x00000fbc 0x006292b3 M   sll         x5, x5, x6
956 4234 0x00000fc0 0x006292b3 M   sll         x5, x5, x6
957 4237 0x00000fc4 0x006292b3 M   sll         x5, x5, x6
958 4240 0x00000fc8 0x006292b3 M   sll         x5, x5, x6
959 4243 0x00000fcc 0x006292b3 M   sll         x5, x5, x6
960 4246 0x00000fd0 0x006292b3 M   sll         x5, x5, x6
961 4249 0x00000fd4 0x006292b3 M   sll         x5, x5, x6
962 4252 0x00000fd8 0x006292b3 M   sll         x5, x5, x6
963 4255 0x00000fdc 0x006292b3 M   sll         x5, x5, x6
964 4267 0x00000fe0 0x006292b3 M   sll         x5, x5, x6
965 4270 0x00000fe4 0x006292b3 M   sll         x5, x5, x6
966 4273 0x00000fe8 0x006292b3 M   sll         x5, x5, x6
967 4276 0x00000fec 0x006292b3 M   sll         x5, x5, x6
968 4279 0x00000ff0 0x006292b3 M   sll         x5, x5, x6
969 4282 0x00000ff4 0x006292b3 M   sll         x5, x5, x6
970 4285 0x00000ff8 0x006292b3 M   sll         x5, x5, x6
971 4288 0x00000ffc 0x006292b3 M   sll         x5, x5, x6
972 4300 0x00001000 0x006292b3 M   sll         x5, x5, x6
973 4303 0x00001004 0x006292b3 M   sll         x5, x5, x6
974 4306 0x00001008 0x006292b3 M   sll         x5, x5, x6
975 4309 0x0000100c 0x006292b3 M   sll         x5, x5, x6
976 4312 0x00001010 0x006292b3 M   sll         x5, x5, x6
977 4315 0x00001014 0x006292b3 M   sll         x5, x5, x6
978 4318 0x00001018 0x006292b3 M   sll         x5, x5, x6
979 4321 0x0000101c 0x006292b3 M   sll         x5, x5, x6
980 4333 0x00001020 0x006292b3 M   sll         x5, x5, x6
981 4336 0x00001024 0x006292b3 M   sll         x5, x5, x6
982 4339 0x00001028 0x006292b3 M   sll         x5, x5, x6
983 4342 0x0000102c 0x006292b3 M   sll         x5, x5, x6
984 4345 0x00001030 0x006292b3 M   sll         x5, x5, x6
985 4348 0x00001034 0x006292b3 M   sll         x5, x5, x6
986 4351 0x00001038 0x006292b3 M   sll         x5, x5, x6
987 4354 0x0000103c 0x006292b3 M   sll         x5, x5, x6
988 4366 0x00001040 0x006292b3 M   sll         x5, x5, x6
989 4369 0x00001044 0x006292b3 M   sll         x5, x5, x6
990 4372 0x00001048 0x006292b3 M   sll         x5, x5, x6
991 4375 0x0000104c 0x006292b3 M   sll         x5, x5, x6
992 4378 0x00001050 0x006292b3 M   sll         x5, x5, x6
993 4381 0x00001054 0x006292b3 M   sll         x5, x5, x6
994 4384 0x00001058 0x006292b3 M   sll         x5, x5, x6
995 4387 0x0000105c 0x006292b3 M   sll         x5, x5, x6
996 4399 0x00001060 0x006292b3 M   sll         x5, x5, x6
997 4402 0x00001064 0x006292b3 M   sll         x5, x5, x6
998 4405 0x00001068 0x006292b3 M   sll         x5, x5, x6
999 4408 0x0000106c 0x006292b3 M   sll         x5, x5, x6
1000 4411 0x00001070 0x006292b3 M   sll         x5, x5, x6
1001 4414 0x00001074 0x006292b3 M   sll         x5, x5, x6
1002 4417 0x00001078 0x006292b3 M   sll         x5, x5, x6
1003 4420 0x0000107c 0x006292b3 M   sll         x5, x5, x6
1004 4432 0x00001080 0x006292b3 M   sll         x5, x5, x6
1005 4435 0x00001084 0x006292b3 M   sll         x5, x5, x6
1006 4438 0x00001088 0x006292b3 M   sll         x5, x5, x6
1007 4441 0x0000108c 0x006292b3 M   sll         x5, x5, x6
1008 4444 0x00001090 0x006292b3 M   sll         x5, x5, x6
1009 4447 0x00001094 0x006292b3 M   sll         x5, x5, x6
1010 4450 0x00001098 0x006292b3 M   sll         x5, x5, x6
1011 4453 0x0000109c 0x006292b3 M   sll         x5, x5, x6
1012 4465 0x000010a0 0x006292b3 M   sll         x5, x5, x6
1013 4468 0x000010a4 0x006292b3 M   sll         x5, x5, x6
1014 4471 0x000010a8 0x006292b3 M   sll         x5, x5, x6
1015 4474 0x000010ac 0x006292b3 M   sll         x5, x5, x6
1016 4477 0x000010b0 0x006292b3 M   sll         x5, x5, x6
1017 4480 0x000010b4 0x006292b3 M   sll         x5, x5, x6
1018 4483 0x000010b8 0x006292b3 M   sll         x5, x5, x6
1019 4486 0x000010bc 0x006292b3 M   sll         x5, x5, x6
1020 4498 0x000010c0 0x006292b3 M   sll         x5, x5, x6
1021 4501 0x000010c4 0x006292b3 M   sll         x5, x5, x6
1022 4504 0x000010c8 0x006292b3 M   sll         x5, x5, x6
1023 4507 0x000010cc 0x006292b3 M   sll         x5, x5, x6
1024 4510 0x000010d0 0x006292b3 M   sll         x5, x5, x6
1025 4513 0x000010d4 0x006292b3 M   sll         x5, x5, x6
1026 4516 0x000010d8 0x006292b3 M   sll         x5, x5, x6
1027 4519 0x000010dc 0x006292b3 M   sll         x5, x5, x6
1028 4531 0x000010e0 0x006292b3 M   sll         x5, x5, x6
1029 4534 0x000010e4 0x006292b3 M   sll         x5, x5, x6
1030 4537 0x000010e8 0x006292b3 M   sll         x5, x5, x6
1031 4540 0x000010ec 0x006292b3 M   sll         x5, x5, x6
1032 4543 0x000010f0 0x006292b3 M   sll         x5, x5, x6
1033 4546 0x000010f4 0x006292b3 M   sll         x5, x5, x6
1034 4549 0x000010f8 0x006292b3 M   sll         x5, x5, x6
1035 4552 0x000010fc 0x006292b3 M   sll         x5, x5, x6
1036 4564 0x00001100 0x006292b3 M   sll         x5, x5, x6
1037 4567 0x00001104 0x006292b3 M   sll         x5, x5, x6
1038 4570 0x00001108 0x006292b3 M   sll         x5, x5, x6
1039 4573 0x0000110c 0x006292b3 M   sll         x5, x5, x6
1040 4576 0x00001110 0x006292b3 M   sll         x5, x5, x6
1041 4579 0x00001114 0x006292b3 M   sll         x5, x5, x6
1042 4582 0x00001118 0x006292b3 M   sll         x5, x5, x6
1043 4585 0x0000111c 0x006292b3 M   sll         x5, x5, x6
1044 4597 0x00001120 0x006292b3 M   sll         x5, x5, x6
1045 4600 0x00001124 0x006292b3 M   sll         x5, x5, x6
1046 4603 0x00001128 0x006292b3 M   sll         x5, x5, x6
1047 4606 0x0000112c 0x006292b3 M   sll         x5, x5, x6
1048 4609 0x00001130 0x006292b3 M   sll         x5, x5, x6
1049 4612 0x00001134 0x006292b3 M   sll         x5, x5, x6
1050 4615 0x00001138 0x006292b3 M   sll         x5, x5, x6
1051 4618 0x0000113c 0x006292b3 M   sll         x5, x5, x6
1052 4630 0x00001140 0x006292b3 M   sll         x5, x5, x6
1053 4633 0x00001144 0x006292b3 M   sll         x5, x5, x6
1054 4636 0x00001148 0x006292b3 M   sll         x5, x5, x6
1055 4639 0x0000114c 0x006292b3 M   sll         x5, x5, x6
1056 4642 0x00001150 0x006292b3 M   sll         x5, x5, x6
1057 4645 0x00001154 0x006292b3 M   sll         x5, x5, x6
1058 4648 0x00001158 0x006292b3 M   sll         x5, x5, x6
1059 4651 0x0000115c 0x006292b3 M   sll         x5, x5, x6
1060 4663 0x00001160 0x006292b3 M   sll         x5, x5, x6
1061 4665 0x00001164 0x00000513 M   addi        x10, x0, 0
1062 4668 0x00001168 0x00008067 M   jalr        x0, 0(x1)
1063 4686 0x0000015c 0x30047073 M   csrrci      x0, mstatus, 8
1064 4700 0x00000160 0x30401073 M   csrrw       x0, mie, x0
1065 4702 0x00000164 0x00000597 M   auipc       x11, 0x00000000
1066 4704 0x00000168 0x05058593 M   addi        x11, x11, 80
1067 4707 0x0000016c 0x30559073 M   csrrw       x0, mtvec, x11
1068 4710 0x00000170 0x34051073 M   csrrw       x0, mscratch, x10
1069 4713 0x00000174 0xf1402473 M   csrrs       x8, mhartid, x0
1070 4716 0x00000178 0x02041463 M   bne         x8, x0, 40
1071 4718 0x0000017c 0x00001417 M   auipc       x8, 0x00001000
1072 4730 0x00000180 0xff040413 M   addi        x8, x8, -16
1073 4732 0x00000184 0x00001497 M   auipc       x9, 0x00001000
1074 4734 0x00000188 0xfe848493 M   addi        x9, x9, -24
1075 4737 0x0000018c 0x00945a63 M   bge         x8, x9, 20
1076 4756 0x000001a0 0xf1402473 M   csrrs       x8, mhartid, x0
1077 4759 0x000001a4 0x00041463 M   bne         x8, x0, 8
1078 4762 0x000001a8 0x00100073 M   ebreak      
1079 4771 0x000001b4 0x10500073 M   wfi          <TRAP_ENTRY>
